customer_id,age,gender,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST00296,53.0,Male,679460.1,1604173.34,Car,751.4,0,36,22.36,2018-04-17,0
CUST00297,34.0,Female,637668.9,628429.33,Other,778.3,0,42,15.69,2019-10-21,0
CUST00298,41.0,Male,1410929.18,1353913.5,,726.3,0,23,18.81,2021-03-28,0
CUST00299,,Female,591911.51,862355.95,Home,574.9,2,30,37.72,2024-05-01,1
CUST00300,28.0,Male,437706.61,347644.71,Education,752.9,2,64,62.4,2021-05-10,0
CUST00301,27.0,Male,691961.06,664556.43,Car,627.9,0,40,25.95,2018-06-04,0
CUST00302,23.0,Female,602695.23,329528.2,Business,602.2,3,70,46.75,2020-06-14,0
CUST00303,37.0,Other,227738.58,1955322.06,Education,661.2,0,59,19.67,2022-03-02,1
CUST00304,53.0,Female,535733.1,1263154.3,Education,659.7,0,63,35.67,2022-06-09,0
CUST00305,32.0,Female,511239.76,767701.74,Car,652.1,3,33,73.07,2020-09-19,1
CUST00306,42.0,Female,400660.8,2661405.54,Business,785.5,0,15,15.95,2024-04-11,1
CUST00307,42.0,Male,955099.51,1032603.29,Home,840.9,6,40,5.0,2021-08-16,0
CUST00308,50.0,Other,350766.56,361545.82,Home,587.3,0,69,39.79,2021-10-17,0
CUST00309,58.0,Male,694251.97,723868.5,Car,638.3,2,60,25.3,2024-08-30,1
CUST00310,58.0,Female,498161.03,3087888.03,Home,700.7,0,65,59.65,2024-09-27,0
CUST00311,65.0,Female,573338.89,616224.77,Home,660.8,0,38,62.61,2021-07-25,0
CUST00312,28.0,Female,,1193803.4,Business,720.0,0,60,13.89,2020-01-29,0
CUST00313,47.0,Male,263243.33,1657322.05,Other,758.7,2,12,23.69,2020-01-17,0
CUST00314,47.0,Male,600437.29,40229785.0,Car,746.2,1,27,43.74,2019-08-16,0
CUST00315,54.0,Female,1902959.99,5469084.86,Home,735.7,4,23,60.76,2022-03-29,0
CUST00316,,Male,,432175.8,Home,814.4,0,75,63.7,2018-01-16,0
CUST00317,50.0,Other,523512.2,463460.22,Home,570.8,0,58,20.54,2020-09-19,0
CUST00318,53.0,Female,,437211.3,Home,801.0,0,39,36.38,2020-12-04,0
CUST00319,48.0,Male,637870.51,800392.18,Other,659.0,1,47,8.52,2021-09-06,0
CUST00320,53.0,Female,788889.72,2125598.93,Home,748.9,3,35,5.0,2024-01-05,0
CUST00321,,Male,146295.48,478200.7,Car,612.8,0,68,61.99,2024-07-30,0
CUST00322,39.0,Female,750907.05,2146506.84,Home,,1,41,25.63,2019-12-04,0
CUST00323,,Female,355425.69,1009119.44,Business,739.7,0,44,71.82,2019-09-05,0
CUST00324,55.0,Male,640774.26,453024.88,Business,545.3,1,51,29.48,2018-04-15,0
CUST00325,37.0,Male,531687.34,288959.27,Other,764.2,3,13,46.14,2022-02-06,0
CUST00326,64.0,Female,1891882.96,337966.03,Business,784.5,0,44,39.06,2019-01-31,0
CUST00327,48.0,Male,729914.31,617789.22,Car,703.3,0,15,28.7,2023-07-04,0
CUST00328,50.0,Female,,874663.2,Home,700.6,6,33,48.22,2020-04-30,1
CUST00329,49.0,Male,235547.76,2526243.78,Education,,3,27,39.64,2023-06-12,0
CUST00330,26.0,,577596.49,1722628.27,Car,740.6,1,42,5.09,2019-03-18,0
CUST00331,55.0,Male,849816.64,547293.84,,716.1,1,22,45.8,2022-07-27,0
CUST00332,61.0,Male,516947.43,1310691.87,Home,620.9,0,19,38.54,2020-05-22,0
CUST00333,57.0,Male,,3128556.86,,660.6,1,22,16.79,2019-10-29,0
CUST00334,44.0,Female,394382.82,3655495.45,Car,678.0,3,72,35.28,2020-11-17,0
CUST00335,49.0,Male,725290.68,790100.78,Education,660.5,1,37,20.21,2024-11-27,0
CUST00336,51.0,Male,820495.22,1925703.48,Business,587.8,0,63,5.33,2019-09-20,0
CUST00337,55.0,Male,1142427.07,2605066.49,Home,742.4,0,38,47.04,2021-11-29,1
CUST00338,53.0,Male,312622.0,342850.46,Car,671.7,0,34,41.56,2024-12-24,0
CUST00339,41.0,Male,721644.31,687842.41,Home,691.2,0,30,15.42,2018-12-14,0
CUST00340,52.0,Female,505378.45,4657610.54,Home,646.6,0,45,21.44,2021-06-17,0
CUST00341,43.0,Female,7420460.0,797529.99,Car,,0,43,45.54,2020-10-14,0
CUST00342,53.0,Male,674012.69,126719.85,Home,704.9,0,35,42.75,2019-07-24,0
CUST00343,23.0,Female,676177.53,904671.1,Home,781.0,0,40,32.9,2023-09-05,0
CUST00344,38.0,Female,722752.75,2163500.02,Car,726.0,1,36,33.37,2023-05-07,0
CUST00345,45.0,Male,302062.99,989106.52,Home,674.8,0,48,30.57,2024-03-14,0
CUST00346,62.0,Female,357755.02,1624571.69,Home,634.5,0,41,14.79,2021-09-13,0
CUST00347,51.0,Other,1223501.7,1898843.17,Home,754.9,0,10,42.19,2019-11-01,0
CUST00348,23.0,Male,478630.96,767999.06,Home,668.8,0,52,12.78,2019-12-19,1
CUST00349,60.0,Male,639414.32,684486.98,Home,677.1,1,49,67.29,2024-06-15,0
CUST00350,44.0,Female,965176.7,1096253.14,Education,677.1,0,17,10.88,2018-09-24,0
CUST00351,52.0,Female,697246.08,1115089.52,Home,659.9,2,36,46.81,2021-12-09,1
CUST00352,42.0,Male,729844.99,1022594.7,Home,678.4,4,63,35.57,2021-09-18,0
CUST00353,43.0,Female,883827.97,1052427.09,Car,834.5,2,81,47.28,2020-10-19,0
CUST00354,22.0,Female,168692.86,583043.87,Education,611.4,1,16,11.06,2023-07-31,0
CUST00355,47.0,Female,,1664775.5,Business,628.9,3,45,8.25,2024-11-02,1
CUST00356,62.0,Female,699228.73,1497731.76,Business,793.8,1,34,44.89,2019-07-19,0
CUST00357,22.0,Female,1159157.92,386464.06,Education,661.9,0,68,36.74,2021-06-24,0
CUST00358,46.0,Male,560370.0,749818.44,Car,656.2,0,34,22.75,2020-11-25,0
CUST00359,37.0,Male,339560.0,1050898.33,Education,767.6,3,26,5.0,2021-11-25,0
CUST00360,60.0,Female,344570.05,677375.4,Education,583.5,0,64,11.8,2018-01-28,0
CUST00361,53.0,Female,878633.96,1538256.8,Home,751.6,0,23,9.34,2018-08-08,0
CUST00362,29.0,Male,479368.33,939574.34,Home,693.4,2,77,31.77,2019-02-10,0
CUST00363,63.0,Female,538229.31,1108314.3,Home,724.9,2,15,21.13,2022-06-26,1
CUST00364,59.0,Female,757869.59,743782.17,Other,723.5,0,60,17.67,2022-12-04,0
CUST00365,49.0,Male,120000.0,243956.89,Car,642.9,1,28,61.94,2024-05-07,0
CUST00366,62.0,Female,1623674.15,234393.4,Business,768.8,0,39,50.79,2022-10-26,0
CUST00367,46.0,Female,361460.99,1487677.42,Car,648.7,2,43,58.15,2022-08-02,1
CUST00368,55.0,Female,617271.97,1186879.86,,,0,74,33.04,2020-03-02,0
CUST00369,,Male,211592.31,1338504.55,Home,782.8,0,49,71.74,2020-08-20,0
CUST00370,44.0,Male,428309.95,1081793.63,Home,793.4,3,104,27.79,2021-08-02,0
CUST00371,33.0,Female,1071508.93,1144178.17,Business,670.0,0,29,19.89,2020-04-13,0
CUST00372,27.0,Male,188359.58,1940228.6,Education,724.7,1,20,17.73,2018-11-13,0
CUST00373,56.0,Male,1003907.1,1344097.79,,663.0,0,81,24.26,2021-08-13,1
CUST00374,65.0,Male,464848.65,2040359.44,Business,850.0,0,14,16.61,2024-07-13,0
CUST00375,40.0,Male,706402.48,1110169.53,Home,748.5,1,10,19.54,2021-08-23,1
CUST00376,21.0,Male,775791.0,797895.39,Other,696.3,0,31,6.2,2018-12-17,0
CUST00377,28.0,Male,688852.07,42983309.0,Car,302.0,0,31,76.02,2019-05-26,0
CUST00378,36.0,Male,335802.05,548353.53,Car,720.5,0,36,10.67,2019-05-07,0
CUST00379,34.0,Male,4909410.0,754723.81,Car,722.8,1,48,58.44,2023-04-16,0
CUST00380,32.0,Female,241867.2,1114927.48,Home,672.0,4,40,42.58,2022-06-06,0
CUST00381,43.0,Female,708204.37,1104632.03,Home,660.4,6,37,25.63,2023-08-19,1
CUST00382,35.0,Male,1377981.54,913927.74,Education,678.6,0,14,43.78,2022-03-01,1
CUST00383,48.0,Female,198106.0,372603.71,Business,604.5,0,25,19.59,2022-05-03,0
CUST00384,54.0,Male,355433.96,1537220.82,Business,743.9,0,42,16.35,2024-10-23,0
CUST00385,22.0,Female,488953.95,1765527.17,Home,629.9,3,35,8.48,2022-04-25,1
CUST00386,52.0,Female,594417.84,3111400.01,Car,610.5,0,28,24.35,2022-10-28,0
CUST00387,43.0,Other,,1341425.21,Home,688.9,5,31,34.28,2023-06-15,1
CUST00388,42.0,,496972.52,985617.16,Home,680.2,0,65,5.0,2021-06-22,0
CUST00389,45.0,Female,454168.11,484503.21,Education,708.7,6,24,60.09,2023-09-12,0
CUST00390,42.0,Female,991249.84,2797991.81,Car,647.4,3,44,48.76,2020-11-12,1
CUST00391,42.0,Male,777701.12,1171134.02,,660.6,2,63,28.31,2018-02-18,0
CUST00392,62.0,Male,726822.73,1127328.49,Home,741.9,0,24,31.25,2019-04-07,0
CUST00393,26.0,Female,574861.05,824193.54,Other,737.3,0,51,27.54,2018-12-02,0
CUST00394,35.0,Male,,788132.34,Home,734.2,0,32,13.91,2021-10-13,0
CUST00395,63.0,Female,,1594047.14,Car,692.5,0,20,12.41,2021-02-19,0
CUST00396,,Male,349415.89,481658.95,Car,702.7,0,79,11.91,2018-12-25,0
CUST00397,53.0,Male,814521.04,3071886.12,Home,,1,40,36.45,2024-07-21,0
CUST00398,28.0,Male,221069.02,2637306.05,Home,640.8,0,39,30.03,2018-07-12,0
CUST00399,64.0,Male,568467.11,768470.09,Car,800.6,1,36,44.71,2021-12-10,0
CUST00400,64.0,Female,454018.36,537828.39,Business,789.9,1,10,56.23,2021-11-01,1
CUST00401,25.0,Male,249405.38,240230.9,,749.6,0,39,26.31,2020-01-26,0
CUST00402,59.0,Male,323774.59,410040.12,Education,658.1,5,16,43.66,2022-08-12,1
CUST00403,24.0,Male,508928.67,1641199.68,Other,730.4,0,35,7.74,2024-11-30,0
CUST00404,26.0,,954248.87,1227805.89,Business,763.4,0,27,7.38,2020-04-07,0
CUST00405,65.0,Female,377329.13,1391033.42,Car,598.3,1,86,33.49,2020-06-08,0
CUST00406,52.0,Male,,270518.09,Car,817.1,2,59,48.95,2019-10-15,0
CUST00407,50.0,Female,559471.9,746334.42,Education,559.5,0,17,8.42,2024-09-21,0
CUST00408,55.0,Female,1110933.92,2564030.43,Education,742.8,0,35,25.16,2024-05-22,0
CUST00409,60.0,Female,387522.66,920599.91,Car,799.0,1,51,41.75,2023-04-06,0
CUST00410,36.0,Female,526051.67,404090.32,Education,,0,42,58.83,2020-04-30,0
CUST00411,33.0,Female,661765.13,910617.64,Home,678.7,1,61,56.08,2018-04-21,1
CUST00412,62.0,Female,489563.4,573944.4,Car,740.1,4,42,23.38,2019-09-12,0
CUST00413,50.0,Male,912700.7,1243667.63,Home,828.9,6,50,36.13,2020-03-03,0
CUST00414,39.0,Male,160466.42,998871.84,Home,668.9,0,16,37.97,2023-09-29,1
CUST00415,37.0,Male,2047895.11,1440221.77,Home,631.4,0,43,9.83,2021-03-03,0
CUST00416,39.0,Male,866117.65,419766.32,Education,658.2,0,23,10.6,2019-08-11,0
CUST00417,48.0,Female,491175.85,719202.62,,573.6,0,18,78.43,2021-08-02,1
CUST00418,46.0,Female,398803.1,2112333.97,Home,757.3,0,50,8.97,2023-05-12,0
CUST00419,57.0,Male,335530.68,381552.59,Car,651.4,0,40,46.08,2024-06-19,1
CUST00420,46.0,Male,770726.23,487878.46,Car,674.4,5,58,18.39,2018-10-24,1
CUST00421,43.0,Male,934007.66,1132013.11,Home,758.2,4,36,54.37,2022-06-18,0
CUST00422,29.0,Female,494158.02,1203459.5,Education,661.7,0,33,20.84,2019-07-23,0
CUST00423,32.0,Female,993356.34,699279.02,Business,746.9,0,31,36.46,2021-04-02,0
CUST00424,21.0,Male,,810249.08,Business,612.1,0,28,39.54,2020-04-11,0
CUST00425,21.0,Female,297718.6,1430104.24,Education,761.9,0,38,14.82,2019-09-02,0
CUST00426,54.0,Female,1464958.78,1784670.75,Car,715.6,1,40,5.0,2018-01-16,0
CUST00427,52.0,Male,747963.71,465815.46,Home,683.4,1,50,33.62,2021-10-01,0
CUST00428,45.0,Female,1165040.62,1270630.34,Home,699.8,3,58,47.83,2018-03-13,0
CUST00429,60.0,Female,337841.85,2837435.47,Home,593.5,2,38,63.38,2018-09-27,1
CUST00430,65.0,Male,325156.22,907887.32,Other,300.0,1,44,5.0,2018-10-14,0
CUST00431,21.0,Male,4404520.0,462366.24,Home,679.4,1,69,25.32,2018-03-07,0
CUST00432,36.0,Male,343439.98,447635.99,Home,595.5,0,44,15.21,2020-05-29,1
CUST00433,59.0,Male,796474.88,879829.83,Other,639.7,1,24,38.89,2018-03-09,0
CUST00434,,Female,357496.43,2033142.36,Other,680.3,1,37,61.15,2021-05-01,0
CUST00435,42.0,Female,283674.17,956916.01,Business,644.5,0,22,21.02,2021-11-03,0
CUST00436,49.0,Male,584264.15,1124065.28,Home,509.1,0,21,7.58,2020-08-31,0
CUST00437,23.0,Male,265802.17,490196.11,Home,770.7,0,31,43.06,2019-05-23,0
CUST00438,32.0,Male,200846.22,1959465.6,Car,679.3,4,20,53.81,2021-01-30,1
CUST00439,46.0,Male,581456.52,441546.67,Home,519.5,0,51,71.75,2020-06-04,1
CUST00440,36.0,Female,206473.84,691661.85,Home,850.0,0,45,8.6,2024-10-05,0
CUST00441,57.0,,827698.03,1530248.05,Car,783.1,0,45,17.48,2023-06-11,0
CUST00442,42.0,Male,250838.97,236191.44,Other,663.8,1,39,5.4,2020-02-14,0
CUST00443,49.0,,157570.68,1112113.49,Car,626.8,0,94,88.8,2024-11-30,1
CUST00444,34.0,Female,459737.91,475750.34,Education,,5,17,68.65,2020-07-14,0
CUST00445,48.0,Male,585093.52,996081.72,Education,705.2,3,29,27.84,2018-04-30,1
CUST00446,25.0,Female,708079.24,769549.9,Home,730.7,1,13,35.18,2023-04-23,0
CUST00447,50.0,Male,593984.58,4299822.83,Education,627.0,1,36,42.35,2019-05-03,0
CUST00448,25.0,Female,301757.22,747743.41,Home,772.3,0,34,31.62,2023-10-27,0
CUST00449,,Female,,3576359.57,Home,654.5,0,54,12.6,2019-03-17,0
CUST00450,36.0,Male,916279.0,1484912.79,Education,741.1,2,37,23.71,2019-04-07,0
CUST00451,46.0,,278404.63,561843.56,Home,630.2,0,74,7.15,2019-09-04,0
CUST00452,46.0,Female,489160.84,1241173.24,Other,850.0,0,34,36.49,2021-08-10,0
CUST00453,41.0,Female,464658.49,795648.81,Home,742.2,1,61,35.82,2022-07-18,0
CUST00454,59.0,Male,609997.34,1166490.52,Education,850.0,0,63,34.38,2020-07-05,0
CUST00455,56.0,Male,482768.21,597360.65,Car,752.1,4,35,60.74,2018-01-06,0
CUST00456,53.0,Female,520563.54,3214313.44,Home,647.9,0,43,21.31,2019-11-12,0
CUST00457,50.0,Female,769117.12,1881874.03,Home,752.2,2,21,25.88,2024-05-07,0
CUST00458,57.0,Male,292839.75,1006759.28,Education,757.5,1,48,21.85,2022-07-02,0
CUST00459,,,810620.45,3303127.61,Business,718.0,2,25,62.51,2018-04-09,0
CUST00460,30.0,Male,1012186.1,1037158.66,Business,737.3,0,54,47.4,2019-06-10,0
CUST00461,25.0,Female,1327455.15,2122993.07,Car,747.1,1,31,6.6,2024-02-20,0
CUST00462,56.0,Male,166233.38,1011363.94,Business,615.5,3,57,20.02,2021-03-26,0
CUST00463,54.0,Male,488651.14,1297203.45,Education,610.1,0,17,24.67,2022-08-17,1
CUST00464,51.0,,183357.79,930049.28,Education,630.4,0,10,27.22,2021-02-12,0
CUST00465,30.0,Female,141593.42,1052533.79,Car,699.6,1,38,44.77,2019-01-31,0
CUST00466,39.0,Male,584932.17,1109447.06,,673.3,2,43,55.32,2020-02-09,1
CUST00467,52.0,Male,433855.37,616114.26,Business,616.8,0,22,55.18,2023-01-01,0
CUST00468,21.0,Male,637250.45,743595.09,Car,748.1,4,24,20.56,2022-03-26,0
CUST00469,25.0,Male,705999.8,845997.33,,711.2,0,34,14.73,2019-11-14,0
CUST00470,65.0,Other,1073401.11,1156371.58,Education,702.7,0,46,6.5,2022-04-06,0
CUST00471,24.0,Male,556630.12,963757.21,Home,670.7,2,46,15.35,2018-01-15,0
CUST00472,36.0,Male,2697525.93,2238066.26,Home,661.6,1,40,30.51,2024-08-12,0
CUST00473,44.0,Female,639553.41,1781529.5,Car,626.9,3,59,33.34,2021-05-21,0
CUST00474,36.0,Male,,858181.34,Car,760.0,6,33,38.79,2018-01-05,1
CUST00475,22.0,Male,149782.45,2590207.97,Business,,0,37,15.75,2024-03-28,0
CUST00476,48.0,Male,1135242.39,3653201.4,Home,705.7,0,31,27.04,2023-03-24,0
CUST00477,52.0,Male,489226.93,235465.95,Business,814.7,0,38,36.28,2021-11-26,0
CUST00478,47.0,Male,185055.12,1890974.87,Business,665.1,2,39,43.83,2022-05-27,0
CUST00479,40.0,Male,680987.9,606167.16,Home,762.1,3,52,12.27,2018-06-18,0
CUST00480,44.0,Female,457427.85,1724630.9,Business,732.7,0,13,55.05,2020-03-02,0
CUST00481,32.0,Male,743429.55,2342587.3,Other,713.4,0,37,16.84,2020-09-26,0
CUST00482,55.0,Male,942312.32,532908.59,Education,722.3,0,49,27.04,2018-06-01,0
CUST00483,53.0,Female,238224.18,269243.39,Business,682.9,3,54,12.41,2024-03-21,1
CUST00484,53.0,Male,944305.9,1767017.87,Other,692.6,0,40,39.52,2019-05-19,1
CUST00485,63.0,Female,542294.08,1082497.83,Education,648.9,0,25,6.95,2022-04-23,0
CUST00486,57.0,Female,1137180.65,306230.35,Car,693.1,1,51,54.39,2023-09-23,1
CUST00487,32.0,Male,482708.62,5784515.44,Business,646.1,3,21,56.55,2019-05-19,1
CUST00488,23.0,Female,417180.85,1524372.78,Education,765.4,1,43,21.03,2020-04-22,0
CUST00489,21.0,Male,548465.54,1573904.49,,,1,22,36.5,2018-12-17,1
CUST00490,53.0,Male,571502.07,2561420.2,Home,726.1,0,38,46.08,2023-09-02,0
CUST00491,60.0,Male,375295.26,655676.78,Business,715.2,1,29,34.99,2022-07-18,0
CUST00492,30.0,Male,411281.18,1078754.7,Home,708.5,2,44,30.87,2019-08-21,0
CUST00493,63.0,Female,275190.39,391004.62,Other,766.8,5,57,45.29,2020-12-02,1
CUST00494,64.0,Male,425468.08,643344.79,Car,668.5,0,39,36.36,2024-11-18,0
CUST00495,49.0,Male,783848.1,1289753.92,Home,709.2,0,56,75.28,2018-02-09,0
CUST00496,33.0,Male,501047.01,306907.21,Car,561.3,0,26,9.46,2024-06-08,0
CUST00497,32.0,Female,941270.57,630707.4,Home,658.9,0,40,51.04,2018-06-24,0
CUST00498,51.0,Male,487972.24,514240.45,Education,754.2,3,64,44.02,2020-09-25,1
CUST00499,22.0,Female,4333390.0,1087578.88,Other,589.6,0,84,49.4,2022-01-24,0
CUST00500,55.0,Male,750504.7,1472233.04,Business,702.0,0,79,38.96,2021-05-01,0
