age,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,region_default_rate,join_year,join_month,join_day,join_weekday,tenure_days,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,employment_type_Self-Employed,employment_type_Unemployed,income_bin_encoded,good_credit_flag,repayment_qbin_encoded,txn_cluster,annual_income_std,annual_income_minmax,annual_income_maxabs,annual_income_robust,age_scaled,annual_income_scaled,loan_amount_scaled,credit_score_scaled,repayment_history_scaled,transaction_count_scaled,spending_ratio_scaled,tenure_days_scaled,debt_to_income,spending_to_income_ratio,avg_monthly_transactions,loan_per_age,spending_log,spending_sqrt,spending_recip,loan_amount_boxcox,annual_income_yj
29.0,1183829.55,1299696.07,665.3,2,54,42.39,0,0.15,2021,1,25,0,2024,1,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0.6780208013794423,0.23026361641491355,0.25485345010419197,1.4684241541758192,-1.170270302907899,0.6780208013794423,-0.13940547914524762,-0.25694177580433186,0.6115457939691334,0.8714234401946063,0.5253497204784069,0.21474133511741503,1.0978743265869653,0.4239,9.0,44817.105862068966,3.7702289998102594,6.510760324263211,0.023046784973496198,0.28043572904198155,1.1365667753524566
28.0,1109614.53,392502.03,651.4,0,6,31.89,0,0.15,2021,4,29,3,1930,2,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0.5670864270985065,0.2137594547197059,0.23887652682452593,1.2870852016129304,-1.2490869989550364,0.5670864270985065,-0.3483749280826671,-0.43192632693729766,-0.7751793624234595,-1.9216004065829781,-0.065857056647371,0.08523134871253762,0.3537282717449636,0.3189,1.0,14017.929642857143,3.4931686602009657,5.6471231613982,0.030404378230465188,-1.3648340367703466,1.0448458567587027
32.0,404111.68,561714.5,710.4,0,30,38.5,0,0.26,2019,3,23,5,2698,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,-0.48747796186435954,0.05686758683595623,0.08699669295753024,-0.4367592149099355,-0.9338202147664861,-0.48747796186435954,-0.30939733888990784,0.3108138541306879,-0.7751793624234595,-0.5250884831941859,0.30632168590514247,1.1433554929566425,1.389998180700939,0.385,5.0,17553.578125,3.676300671907076,6.2048368229954285,0.02531645569620253,-0.8240680149716552,-0.5565733669406524
54.0,943883.2,182266.2839,550.5,0,8,15.43,0,0.15,2024,12,6,4,613,2,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0.3193562318860376,0.1769036178785675,0.20319807865531406,0.882132864618957,0.8001470982705409,0.3193562318860376,-0.39680210691363066,-1.7021379247298354,-0.7751793624234595,-1.8052244129672455,-0.9926440615512094,-1.729286226768564,0.19310258292551452,0.1543,1.3333333333333333,3375.301553703704,2.799108932049177,3.928103868280471,0.06086427267194157,-2.6829074705548175,0.8102502221466462
53.0,607071.91,1953721.95,756.1,1,50,39.71,1,0.15,2019,12,23,0,2423,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,-0.18409912939938397,0.10200249960181601,0.13068973546473944,0.05915920591812596,0.7213304022234033,-0.18409912939938397,0.01124743710893194,0.8861227740426706,-0.08181678422716306,0.6386714529631409,0.3744512287929702,0.7644698944317351,3.2182710446938647,0.3971,8.333333333333334,36862.67830188679,3.7064737625148876,6.30158710167526,0.024563989191844757,0.7450309646980975,0.1289550454251304
43.0,1396178.3,36795450.45999997,817.0,0,45,59.74,0,0.21,2023,12,4,0,981,2,1,1,0,0,1,0,0,0,1,0,3,1,0,0,0.995433310472465,0.2774863767911181,0.3005676422890488,1.987282734326289,-0.06683655824797259,0.995433310472465,8.036935973115929,1.6527817067043706,-0.7751793624234595,0.3477314689238092,1.5022485379195731,-1.222268407651597,26.354406496648725,0.5974,7.5,855708.1502325574,4.106602459617603,7.7291655435758395,0.016463615409944024,3.0675643591208757,1.3648452910582325
44.0,504816.07,965019.89,669.8,1,27,17.55,1,0.21,2021,9,13,0,1793,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,-0.3369480759734263,0.07926253513587253,0.10867621703440271,-0.19069543158029886,0.011980137799164995,-0.3369480759734263,-0.21649714181432847,-0.2002921009771126,-0.08181678422716306,-0.6996524736177849,-0.8732765979791476,-0.10352256764350712,1.9116267237689164,0.17550000000000002,4.5,21932.27022727273,2.920469789053444,4.189272013130682,0.053908355795148244,-0.08747422944808037,-0.17464944665736037
57.0,444160.21,884151.49,668.3,0,30,63.49,0,0.21,2019,2,11,0,2738,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,-0.4276146267009211,0.0657737006492433,0.09561829396597038,-0.33890357218581535,1.0365971864119536,-0.4276146267009211,-0.23512493723552724,-0.21917532591951902,-0.7751793624234595,-0.5250884831941859,1.7133938154644939,1.1984661254693563,1.9906139048340237,0.6349,5.0,15511.429649122807,4.166510173022286,7.968061244744546,0.015506280043417583,-0.20048977925824107,-0.3922339876789999
55.0,385544.43,2789600.42,701.8,3,43,32.2,0,0.18,2022,9,22,3,1419,2,1,0,0,1,0,1,0,0,0,0,1,1,2,0,-0.5152317273537134,0.05273854535304154,0.08299955694969274,-0.48212692709236565,0.8789637943176785,-0.5152317273537134,0.20378955660362497,0.20255003112755754,1.30490837216543,0.2313554753080765,-0.04840238037032409,-0.6188069816373811,7.235483651002298,0.322,7.166666666666667,50720.00763636363,3.502549875922443,5.674504383644443,0.03012048192771084,1.116895810009932,-0.639574417523754
64.0,599654.14,1045177.12,766.5,0,33,17.46,0,0.21,2019,11,25,0,2451,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,-0.195186988346399,0.10035291336579719,0.12909284655739683,0.041034429529836595,1.588314058741917,-0.195186988346399,-0.19803316228746784,1.017046466976688,-0.7751793624234595,-0.3505244927705869,-0.8783440846402257,0.8030473371906348,1.742966570696902,0.1746,5.5,16330.8925,2.9156062290747062,4.178516483155236,0.05417118093174431,0.013603428148778325,0.10907607107262429
60.0,698505.97,1734491.85,665.7,0,60,30.27,1,0.21,2019,5,10,4,2650,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2,-0.0474262532879778,0.1223358837427799,0.15037355366984648,0.28257161851293916,1.2730472745533665,-0.0474262532879778,-0.03925156439188848,-0.25190624915302234,-0.7751793624234595,1.2205514210418043,-0.15707181654677677,1.0772227339413858,2.483145348063382,0.30269999999999997,10.0,28908.197500000002,3.44265917146975,5.501817881391568,0.03197953309881676,0.6138304874305749,0.35227559985072227
42.0,705935.57,1443418.24,760.0,2,8,10.32,0,0.15,2020,8,5,2,2197,1,1,0,1,0,0,0,1,0,0,1,2,1,1,1,-0.03632071121364248,0.12398810077015138,0.15197298932584452,0.3007253006376793,-0.1456532542951102,-0.03632071121364248,-0.10629950474423623,0.935219158892927,0.6115457939691334,-1.8052244129672455,-1.2803646930857546,0.4530948207349022,2.044688355907608,0.1032,1.3333333333333333,34367.100952380955,2.4265710727750367,3.212475680841802,0.08833922261484099,0.4041669604105149,0.3688566680782274
47.0,654773.66,2549959.4,726.6,0,55,45.87,0,0.26,2018,1,23,1,3122,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.11279599172785025,0.1126105597376803,0.1409589127829671,0.17571492981898562,0.24843022594057776,-0.11279599172785025,0.14858896038696429,0.5147526835086778,-0.7751793624234595,0.9296114370024726,0.7212925380400931,1.7275281975914087,3.894413529096451,0.4587,9.166666666666666,54254.45531914893,3.847377811934615,6.772739475278818,0.02133560913164071,1.0259611142589407,0.25016239278990837
55.0,781578.1,832853.82,644.7,0,77,12.46,0,0.18,2021,2,2,1,2016,2,1,0,0,1,0,0,1,0,0,0,2,0,0,2,0.07674746197524725,0.14080971647751891,0.16825722529977324,0.48555226907893145,0.8789637943176785,0.07674746197524725,-0.24694120295049335,-0.5162713983467121,-0.7751793624234595,2.2097473667755323,-1.1598711213667865,0.20371920861487228,1.0656053694442051,0.1246,12.833333333333334,15142.796727272726,2.599722324216582,3.529872518944558,0.07429420505200594,-0.27898631245333616,0.5265476719299629
21.0,478112.81,3644503.61,665.4,1,4,16.97,1,0.26,2022,8,26,4,1446,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.37686330390654743,0.07332418302292867,0.10292757024650215,-0.2559428868584149,-1.8008038712849996,-0.37686330390654743,0.40071396376699436,-0.25568289414150447,-0.08181678422716306,-2.0379764001987106,-0.9059337342394288,-0.5816073046912993,7.6226855540641125,0.1697,0.6666666666666666,173547.79095238095,2.8887037007954675,4.119465984809196,0.05564830272676684,1.3767022865656273,-0.2663266403794526
55.0,438399.88,245250.76,541.8,1,46,70.1,1,0.26,2019,7,12,4,2587,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.4362249943084715,0.06449270095756693,0.0943782168161487,-0.3529785156220172,0.8789637943176785,-0.4362249943084715,-0.3822938201724291,-1.811660629395793,-0.08181678422716306,0.40591946573167553,2.085572558017007,0.9904234877338617,0.5594225071411972,0.701,7.666666666666667,4459.104727272727,4.264087336809195,8.372574275573792,0.014064697609001408,-2.14520484853756,-0.4147466085763833
57.0,318728.4,1794490.06,582.5,2,47,27.71,1,0.15,2022,6,5,6,1528,3,1,0,1,0,0,0,1,0,0,0,1,0,1,0,-0.615106314465409,0.037879793540378195,0.06861547964078861,-0.6453869908181525,1.0365971864119536,-0.615106314465409,-0.025431155165069084,-1.2992957926251654,0.6115457939691334,0.4641074625395419,-0.3012136593507759,-0.468630508040236,5.6301542630026065,0.2771,7.833333333333333,31482.281754385967,3.3572454941329726,5.264028875300743,0.034831069313827935,0.6516829200377091,-0.9837554606694052
34.0,923825.15,536792.17,690.9,0,35,12.12,0,0.21,2020,7,29,2,2204,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0.28937406350495093,0.17244304776094765,0.19888000495554675,0.8331224920898647,-0.776186822672211,0.28937406350495093,-0.3151381234814121,0.06533192987940455,-0.7751793624234595,-0.23414849915485422,-1.1790149598641928,0.4627391814246271,0.5810538606791557,0.12119999999999999,5.833333333333333,15788.005000000001,2.574137783515943,3.481379037105842,0.07621951219512195,-0.8900989919926823,0.7785078831583718
23.0,699889.17,697372.73,767.1,0,9,32.67,0,0.18,2021,5,30,6,1899,3,1,0,0,1,0,1,0,0,0,0,1,1,0,1,-0.04535868763205804,0.12264348396247682,0.15067132735879024,0.28595136615950717,-1.6431704791907245,-0.04535868763205804,-0.2781488690841255,1.024599756953651,-0.7751793624234595,-1.747036416159379,-0.021938838918027434,0.04252060851518444,0.996404516446511,0.3267,1.5,30320.55347826087,3.516607233172983,5.715767664977295,0.0297000297000297,-0.5185984575377124,0.35537863484989635
21.0,194714.42,1466794.53,641.1,0,25,37.99,0,0.26,2022,7,15,4,1488,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.8004786726940867,0.010301187775854398,0.04191789411071609,-0.9484060459414285,-1.8008038712849996,-0.8004786726940867,-0.10091484586849966,-0.5615911382084878,-0.7751793624234595,-0.8160284672335176,0.27760592815903334,-0.5237411405529497,7.533055487107734,0.3799,4.166666666666667,69847.35857142857,3.663305202994506,6.163602842493991,0.025647601949217745,0.422857614781146,-1.940301198555457
25.0,987779.12,1458590.96,672.7,0,59,46.14,0,0.15,2018,3,19,0,3067,0,0,0,1,0,1,0,0,0,0,1,2,0,0,2,0.3849705296209977,0.1866653259726959,0.21264794131290493,0.9893893223357961,-1.4855370870964493,0.3849705296209977,-0.10280451381894118,-0.16378453275512572,-0.7751793624234595,1.162363424233938,0.7364949980233275,1.6517510778864273,1.4766367606555604,0.46140000000000003,9.833333333333334,58343.638399999996,3.853121897507985,6.7926430790966785,0.021213406873143825,0.4163403711939073,0.8769641942762924
46.0,4645138.409999997,1505295.24,741.4,3,28,66.26,0,0.26,2021,9,7,1,1799,1,1,0,0,0,1,0,0,0,0,0,3,1,2,1,5.8518809253430115,0.9999999999999999,1.0,9.925878227071657,0.16961352989344017,5.8518809253430115,-0.09204632182881418,0.7010671696070871,1.30490837216543,-0.6414644768099186,1.8693597938110087,-0.09525597276660004,0.3240582103558892,0.6626000000000001,4.666666666666667,32723.80956521739,4.208565706312124,8.140024569987489,0.014867677668748141,0.4528564337487983,2.813226169414554
45.0,364486.84,373132.71,617.6,2,41,25.19,1,0.26,2020,3,17,1,2338,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,-0.5467079779902353,0.048055694492509696,0.07846630344003037,-0.5335796022260347,0.09079683384630259,-0.5467079779902353,-0.3528365933364342,-0.8574283289728549,0.6115457939691334,0.11497948169234384,-0.44310328586096254,0.6473598003422183,1.023720664372958,0.2519,6.833333333333333,8291.838,3.2653776585196206,5.018964036531842,0.038182512409316534,-1.4448281044294036,-0.7397484799693032
59.0,650104.26,2715050.64,644.2,0,30,31.49,0,0.15,2020,11,7,5,2103,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,-0.11977567006341365,0.11157216437486017,0.13995368977605996,0.1643055937425801,1.1942305785062288,-0.11977567006341365,0.18661723650658618,-0.5225658066608476,-0.7751793624234595,-0.5250884831941859,-0.088379219585496,0.3235848343300248,4.176331101106768,0.31489999999999996,5.0,46017.80745762712,3.4809323496810087,5.61159513863928,0.030778701138811947,1.0896692903530631,0.23877515231221103
47.0,416481.8,524157.25,602.4,1,39,46.87,0,0.18,2020,2,7,4,2377,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.46898747945284647,0.05961849171571133,0.08965971801903751,-0.4065337348942023,0.24843022594057776,-0.46898747945284647,-0.31804853972463215,-1.0487783417225738,-0.08181678422716306,-0.001396511923388845,0.7775979453854053,0.7010926670421143,1.2585357871580463,0.46869999999999995,6.5,11152.281914893618,3.8684890034044175,6.846166810705097,0.020889910173386254,-0.9250317280550646,-0.5037874088796878
45.0,763423.96,575445.06,778.4,0,49,22.74,0,0.18,2019,3,30,5,2691,1,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0.0496112008584476,0.13677254365189093,0.16434902313276825,0.44119396085129714,0.09079683384630259,0.0496112008584476,-0.3062345452313404,1.166853384853112,-0.7751793624234595,0.5804834561552745,-0.5810515338569775,1.1337111322669176,0.7537686661026464,0.2274,8.166666666666666,12787.668000000001,3.167161389181522,4.768647607026545,0.04212299915754002,-0.7892094998477571,0.49043301705039577
35.0,284558.78,1538821.95,805.6,3,45,5.0,0,0.26,2024,5,13,0,820,2,0,0,0,0,0,0,1,0,1,0,0,1,2,0,-0.6661820322125355,0.03028104959954518,0.06125948354679924,-0.7288779485821191,-0.6973701266250734,-0.6661820322125355,-0.08432354389545754,1.5092691971420822,1.30490837216543,0.3477314689238092,-1.5799094601628154,-1.44408870351527,5.407747214828514,0.05,7.5,43966.341428571424,1.791759469228055,2.23606797749979,0.16666666666666666,0.4782212196342826,-1.1953431537242314
35.0,519543.02,805561.78,571.5,0,36,62.38,1,0.26,2021,12,18,5,1697,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3149346751373607,0.0825375590336932,0.11184661772005203,-0.15471121049612968,-0.6973701266250734,-0.3149346751373607,-0.25322784319250596,-1.4377727755361456,-0.7751793624234595,-0.17596050234698787,1.6508948133111974,-0.2357880856740202,1.5505198780266551,0.6238,6.0,23016.050857142858,4.149148354262775,7.8981010375912515,0.015777847901546228,-0.32321292586899697,-0.1265563088090411
46.0,698016.16,1221735.06,679.3,0,26,38.12,0,0.21,2022,2,8,1,1645,2,1,1,0,0,1,0,0,0,1,0,1,0,0,1,-0.04815840650799362,0.12222695830639346,0.15026810794212705,0.2813748037393958,0.16961352989344017,-0.04815840650799362,-0.15736356592710596,-0.08069834300853866,-0.7751793624234595,-0.7578404704256513,0.28492563111392366,-0.30743190794054814,1.7502962395598405,0.3812,4.333333333333333,26559.457826086957,3.6666338451666167,6.174139616173252,0.02556237218813906,0.2060529250324504,0.3511749955893343
62.0,1066231.96,217592.54,676.1,1,18,36.89,0,0.26,2020,11,16,0,2094,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0.5022394694658211,0.2041119069587046,0.22953717755850478,1.181083076931347,1.4306806666476417,0.5022394694658211,-0.3886648088883491,-0.12098255621900482,-0.08181678422716306,-1.223344444888582,0.2156699800791899,0.3111849420146642,0.20407617494414632,0.3689,3.0,3509.5570967741937,3.6346872250305093,6.073713855624086,0.026392187912377935,-2.3575780838822116,0.9877326505144506
33.0,683220.35,1201434.86,719.9,1,42,29.99,0,0.21,2023,3,4,5,1256,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,-0.07027473719590044,0.11893662111249967,0.14708288315568196,0.24522232830087234,-0.8550035187193485,-0.07027473719590044,-0.1620396566202496,0.43040761209926187,-0.08181678422716306,0.17316747850021016,-0.17283733060346426,-0.8433828091266897,1.7584881070945855,0.2999,7.0,36407.116969696974,3.433664571799657,5.476312628037227,0.032268473701193935,0.18572259594372292,0.31748282918599924
52.0,448437.72,36795450.45999997,653.3,1,39,23.87,0,0.15,2024,11,16,5,633,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.4212207337217042,0.0667249463228666,0.09653915134899074,-0.3284517905521612,0.6425137061762657,-0.4212207337217042,8.036935973115929,-0.4080075753435832,-0.08181678422716306,-0.001396511923388845,-0.5174264235567746,-1.7017309105122072,82.05253220001202,0.23870000000000002,6.5,707604.816538461,3.2136622578153133,4.8856934001224435,0.04020908725371934,3.0675643591208757,-0.3757431620341845
59.0,225048.09,689070.61,574.0,0,40,75.35,1,0.18,2018,12,29,5,2782,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.7551368173514028,0.017046881497813506,0.048448091345463296,-0.8742879503700967,1.1942305785062288,-0.7551368173514028,-0.2800612377339596,-1.4063007339654683,-0.7751793624234595,0.056791484884477494,2.381175946579896,1.2590878212333414,3.0618816182798976,0.7535,6.666666666666667,11679.162881355933,4.335328031664641,8.680437776978762,0.013097576948264572,-0.5351162937745523,-1.6491361340750812
52.0,4645138.409999997,230532.43,776.5,0,34,43.35,0,0.15,2019,6,9,6,2620,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,5.8518809253430115,0.9999999999999999,1.0,9.925878227071657,0.6425137061762657,5.8518809253430115,-0.3856841437126709,1.1429346332593975,-0.7751793624234595,-0.29233649596272054,0.5794029115299066,1.0358897595568506,0.04962875368874103,0.4335,5.666666666666667,4433.315961538461,3.7921127087555884,6.5840716885526085,0.02254791431792559,-2.2543215457347046,2.813226169414554
24.0,417441.47,848337.83,717.0,1,41,19.18,0,0.15,2021,5,2,6,1927,3,1,0,1,0,0,0,1,0,0,0,1,1,0,0,-0.46755299367131353,0.059831906046854,0.0898663146616551,-0.4041888517074023,-1.5643537831435868,-0.46755299367131353,-0.24337450729953708,0.39390004387727645,-0.08181678422716306,0.11497948169234384,-0.7814987840062888,0.0810980512740841,2.032231800065288,0.1918,6.833333333333333,35347.409583333334,3.004692014925463,4.379497688091638,0.049554013875123884,-0.2546793255570643,-0.4997715074858839
50.0,368150.25,959184.09,579.5,0,20,29.08,1,0.15,2022,1,25,1,1659,2,2,0,1,0,0,0,0,0,1,0,1,0,0,1,-0.5412320231756368,0.048870374741815575,0.07925495808853632,-0.5246283288556522,0.48488031408199056,-0.5412320231756368,-0.2178414009874917,-1.337062242509978,-0.7751793624234595,-1.1069684512728493,-0.22407525128769834,-0.28814318656109833,2.6054147457457923,0.2908,3.3333333333333335,19183.6818,3.403860499081639,5.392587505085105,0.03324468085106383,-0.09523390904243033,-0.7218269468400713
57.0,558357.17,761419.48,779.2,3,26,23.61,0,0.21,2023,10,5,3,1041,1,1,1,0,0,0,0,1,0,0,0,1,1,2,1,-0.2569164539808295,0.09116916767116369,0.12020248283624349,-0.05987168467482218,1.0365971864119536,-0.2569164539808295,-0.26339589070947406,1.1769244381557296,1.30490837216543,-0.7578404704256513,-0.5320658294665559,-1.1396024588825264,1.3636781632086858,0.2361,4.333333333333333,13358.23649122807,3.2031528644029645,4.859012245302536,0.04063388866314507,-0.3987931525775179,-0.007298914532876108
43.0,447737.21,272304.95,570.0,0,22,21.14,1,0.26,2021,6,7,0,1891,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,-0.4222678349490236,0.06656916478013969,0.09638834637007088,-0.33016343530628,-0.06683655824797259,-0.4222678349490236,-0.37606196797050295,-1.456656000478552,-0.7751793624234595,-0.9905924576571167,-0.6711401856094769,0.03149848201264168,0.608180298438899,0.2114,3.6666666666666665,6332.673255813954,3.0973859272804907,4.59782557302906,0.045167118337850046,-1.9642021851156246,-0.3784307743452121
59.0,594019.1,3006580.08,673.5,1,54,23.17,0,0.21,2024,12,11,2,608,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.20361007623949728,0.0990997760450909,0.1278797416932083,0.027265623009943618,1.1942305785062288,-0.20361007623949728,0.25377017594370427,-0.15371347945250954,-0.08181678422716306,0.8714234401946063,-0.5568402086984932,-1.7361750558326532,5.061419876902948,0.23170000000000002,9.0,50958.984406779666,3.1851121947153915,4.813522618623496,0.04137360364087712,1.1913092426787153,0.09377538134582798
65.0,1047005.79,629572.9,670.2,1,41,54.02,1,0.21,2023,1,30,0,1289,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0.47350077022719134,0.19983633284365956,0.22539819001862652,1.1341053421062937,1.6671307547890544,0.47350077022719134,-0.2937663582743661,-0.1952565743258031,-0.08181678422716306,0.11497948169234384,1.1801816079043876,-0.7979165373037009,0.6013079450114598,0.5402,6.833333333333333,9685.736923076924,4.007696755496428,7.349829930005184,0.01817520901490367,-0.6611344769258611,0.9615178947134864
35.0,432114.46,842776.21,811.4,0,42,5.0,0,0.15,2019,12,23,0,2423,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,-0.4456202506163304,0.0630949301558843,0.09302509890119728,-0.36833647792153323,-0.6973701266250734,-0.4456202506163304,-0.24465560992516644,1.582284333586053,-0.7751793624234595,0.17316747850021016,-1.5799094601628154,0.7644698944317351,1.950354102938374,0.05,7.0,24079.320285714286,1.791759469228055,2.23606797749979,0.16666666666666666,-0.2633467918297073,-0.43972203272445365
63.0,252564.81,182292.53,670.4,1,69,17.07,1,0.26,2023,6,7,2,1161,2,1,0,0,0,0,0,1,0,1,0,0,0,0,2,-0.7140056539364538,0.023166133317751768,0.05437185885705398,-0.8070528653055599,1.5094973626947792,-0.7140056539364538,-0.3967960612025568,-0.19273881100014975,-0.08181678422716306,1.7442433923126013,-0.9003031935048975,-0.974270561344385,0.7217653559892211,0.1707,11.5,2893.532222222222,2.8942531046041373,4.13158565202272,0.05534034311012728,-2.682637642811403,-1.4232872042953628
49.0,367346.5,3006835.47,670.2,3,37,54.28,1,0.26,2021,4,22,3,1937,2,1,0,0,0,0,0,0,1,1,0,1,0,2,0,-0.5424334444422255,0.04869163437413093,0.07908192772236473,-0.5265922329699733,0.40606361803485297,-0.5424334444422255,0.2538290042706233,-0.1952565743258031,1.30490837216543,-0.11777250553912152,1.1948210138141686,0.09487570940226255,8.185284111867134,0.5428000000000001,6.166666666666667,61363.989183673475,4.012411179459415,7.367496182557545,0.01808972503617945,1.1913929014933289,-0.725740449177775
56.0,744876.46,710280.36,587.8,0,21,40.8,0,0.21,2021,12,19,6,1696,2,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0.021886957073622693,0.13264789423399864,0.16035613888198444,0.39587450634383786,0.957780490364816,0.021886957073622693,-0.27517563490349956,-1.23257506449533,-0.7751793624234595,-1.048780454464983,0.4358241227993603,-0.23716585148683805,0.9535545800440519,0.408,3.5,12683.577857142856,3.7328963395307104,6.387487769068525,0.023923444976076555,-0.4933918950397435,0.4524501127758798
33.0,784552.74,1054865.65,642.0,4,16,49.89,1,0.15,2021,10,30,5,1746,3,1,0,1,0,0,1,0,0,0,1,2,0,2,1,0.0811938641605602,0.14147122596097703,0.1688976023429193,0.4928205835232538,-0.8550035187193485,0.0811938641605602,-0.1958014382175945,-0.5502612032430443,1.9982709503617262,-1.3397204385043147,0.9476402755682481,-0.1682775608459458,1.3445439627168976,0.4989,2.6666666666666665,31965.625757575755,3.9296664406007413,7.063285354564121,0.019650225977598742,0.02517284876801328,0.5323687299751462
52.0,675593.51,2157619.76,628.7,1,48,58.72,0,0.15,2023,9,20,2,1056,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.08167510767536415,0.11724054125449415,0.14544098590164514,0.22658670471733444,0.6425137061762657,-0.08167510767536415,0.0582146912095504,-0.7176924643990472,-0.08181678422716306,0.5222954593474082,1.4448170224273547,-1.1189359716902587,3.1936656111453763,0.5871999999999999,8.0,41492.687692307685,4.089666972670989,7.662897624267207,0.016744809109176157,0.8517501824290525,0.29976985903956715
27.0,1105054.84,613286.24,735.5,0,33,5.0,0,0.26,2022,2,16,2,1637,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0.5602707399631391,0.21274545700010652,0.2378949220589534,1.2759439338667051,-1.327903695002174,0.5602707399631391,-0.2975179419655808,0.6267931515002888,-0.7751793624234595,-0.3505244927705869,-1.5799094601628154,-0.3184540344430909,0.5549826287354209,0.05,5.5,22714.305185185185,1.791759469228055,2.23606797749979,0.16666666666666666,-0.6982024803979724,1.0389707238771304
42.0,671278.81,1932396.48,690.5,0,53,32.4,0,0.26,2020,9,30,2,2141,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.08812459114528638,0.11628102515564634,0.1445121222986336,0.2160440520491402,-0.1456532542951102,-0.08812459114528638,0.006335178520646389,0.060296403228096464,-0.7751793624234595,0.8132354433867399,-0.0371412989012619,0.3759399352171029,2.878679397015377,0.324,8.833333333333334,46009.44,3.5085558999826545,5.692099788303083,0.029940119760479042,0.7330820486121232,0.28964202320638355
48.0,1670596.63,232599.22,507.4,0,69,40.65,0,0.15,2024,4,26,4,837,2,0,0,1,0,0,0,0,0,0,0,3,0,0,2,1.4056255563247106,0.3385123590040024,0.3596441015414223,2.6578037761080893,0.3272469219877154,1.4056255563247106,-0.3852080647832179,-2.2447159214083134,-0.7751793624234595,1.7442433923126013,0.4273783116975636,-1.4206666846973668,0.1392312278278689,0.4065,11.5,4845.817083333333,3.7293013686128518,6.375735251718032,0.024009603841536616,-2.238489623162259,1.604475361158848
22.0,847463.39,1447995.38,576.7,2,43,21.13,1,0.15,2024,10,24,3,656,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0.17523080699715787,0.15546148750036104,0.18244093398284777,0.6465381379489011,-1.721987175237862,0.17523080699715787,-0.10524517415856638,-1.3723109290691362,0.6115457939691334,0.2313554753080765,-0.6717032396829301,-1.6700422968173967,1.7086229294223552,0.2113,7.166666666666667,65817.97181818182,3.0969341540629585,4.596737973824482,0.045187528242205156,0.4078558122484632,0.64958655183718
62.0,148392.597,2959614.31,681.7,2,47,43.09,1,0.15,2020,7,14,1,2219,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.8697191370914185,0.0,0.031945785873794895,-1.0615900195309194,1.4306806666476417,-0.8697191370914185,0.24295175050980086,-0.05048518310068726,0.6115457939691334,0.4641074625395419,0.5647635056201256,0.48340566861689477,19.94448759462037,0.43090000000000006,7.833333333333333,47735.71467741935,3.7862329993698465,6.564297372910524,0.0226808800181447,1.1757742490097265,-2.5106601069380368
65.0,1454775.64,655863.66,699.1,3,45,14.22,0,0.18,2020,5,5,1,2289,2,0,0,0,1,0,1,0,0,0,1,3,0,2,0,1.083022847569231,0.29051743134407865,0.3131824095635507,2.130461032446689,1.6671307547890544,1.083022847569231,-0.2877103599023465,0.16856022623122685,1.30490837216543,0.3477314689238092,-1.0607736044390372,0.5798492755141439,0.4508349204967441,0.1422,7.5,10090.210153846154,2.7226103524335397,3.7709415269929605,0.0657030223390276,-0.603718404587344,1.4205332431959818
